Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Mileage_num,Engine_num,Power_num,Brand,Car_Age,fuel_unit,kg_co2e_per_unit,kg_co2e_per_kwh,kwh_per_unit,estimated_kg_co2e_per_km
Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2017,72202,Diesel,Manual,First,8.0,17.92,13.68,2393.0,147.8,Toyota,3,litre,2.51,0.24,10.45833,0.1834795321637427
Hyundai i10 Sportz,Kolkata,2016,7000,Petrol,Manual,First,5.0,3.6,20.36,1197.0,78.9,Hyundai,4,litre,2.1,0.22,9.545455,0.1031434184675835
Honda Amaze S i-DTEC,Ahmedabad,2014,20000,Diesel,Manual,Second,5.0,4.5,25.8,1498.0,98.6,Honda,6,litre,2.51,0.24,10.45833,0.09728682170542635
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyderabad,2017,14061,Diesel,Manual,First,5.0,7.4,21.9,1396.0,88.76,Hyundai,3,litre,2.51,0.24,10.45833,0.11461187214611872
Mercedes-Benz GLE 350d,Coimbatore,2018,30706,Diesel,Automatic,First,5.0,59.29,11.57,2987.0,254.79,Mercedes-Benz,2,litre,2.51,0.24,10.45833,0.21694036300777872
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Kolkata,2011,51387,Diesel,Manual,First,7.0,5.5,12.05,2179.0,120.0,Mahindra,9,litre,2.51,0.24,10.45833,0.20829875518672197
Hyundai Getz GLE,Bangalore,2006,44000,Petrol,Manual,Second,5.0,1.75,15.3,1341.0,83.0,Hyundai,14,litre,2.1,0.22,9.545455,0.13725490196078433
Maruti Baleno Alpha,Mumbai,2016,12208,Petrol,Manual,First,5.0,6.75,21.4,1197.0,83.1,Maruti,4,litre,2.1,0.22,9.545455,0.09813084112149534
Chevrolet Optra Magnum 2.0 LT,Chennai,2011,55000,Diesel,Manual,First,5.0,3.95,16.52,1991.0,123.7,Chevrolet,9,litre,2.51,0.24,10.45833,0.15193704600484262
Hyundai Verna 1.6 SX VTVT (O),Mumbai,2011,61600,Petrol,Manual,First,5.0,4.2,17.1,1591.0,121.3,Hyundai,9,litre,2.1,0.22,9.545455,0.12280701754385964
Honda City 1.5 V MT,Hyderabad,2016,28414,Petrol,Manual,First,5.0,8.4,17.0,1497.0,118.0,Honda,4,litre,2.1,0.22,9.545455,0.12352941176470589
Volkswagen Polo GT TSI,Mumbai,2017,27853,Petrol,Automatic,First,5.0,8.25,17.21,1197.0,103.5,Volkswagen,3,litre,2.1,0.22,9.545455,0.12202208018593841
Honda Brio E MT,Bangalore,2013,55116,Petrol,Manual,First,5.0,3.31,19.4,1198.0,86.8,Honda,7,litre,2.1,0.22,9.545455,0.10824742268041239
Maruti Swift Dzire VDI,Ahmedabad,2017,26000,Diesel,Manual,First,5.0,7.5,26.59,1248.0,74.0,Maruti,3,litre,2.51,0.24,10.45833,0.09439638962015795
Honda City 1.5 V MT Exclusive,Pune,2012,45496,Petrol,Manual,First,5.0,4.75,17.0,1497.0,118.0,Honda,8,litre,2.1,0.22,9.545455,0.12352941176470589
Mahindra Ssangyong Rexton RX7,Pune,2013,76000,Diesel,Automatic,Second,7.0,8.79,11.18,2696.0,184.0,Mahindra,7,litre,2.51,0.24,10.45833,0.22450805008944544
Skoda Superb Elegance 1.8 TSI MT,Pune,2014,136000,Petrol,Manual,First,5.0,9.5,13.1,1798.0,157.75,Skoda,6,litre,2.1,0.22,9.545455,0.1603053435114504
Hyundai Santro GLS II - Euro II,Pune,2009,100000,Petrol,Manual,First,5.0,1.6,0.0,1493.0,97.7,Hyundai,11,litre,2.1,0.22,9.545455,0.12352941176470589
Maruti Alto LXi,Kolkata,2010,38127,Petrol,Manual,First,5.0,1.55,19.7,796.0,46.3,Maruti,10,litre,2.1,0.22,9.545455,0.10659898477157362
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Jaipur,2014,82450,Diesel,Manual,First,5.0,5.85,23.0,1396.0,90.0,Hyundai,6,litre,2.51,0.24,10.45833,0.10913043478260868
Ford Ecosport 1.5 Ti VCT MT Trend,Coimbatore,2014,62497,Petrol,Manual,First,5.0,7.52,15.8,1499.0,110.0,Ford,6,litre,2.1,0.22,9.545455,0.13291139240506328
Nissan Micra Diesel XV,Hyderabad,2011,86732,Diesel,Manual,First,5.0,3.6,23.08,1461.0,63.1,Nissan,9,litre,2.51,0.24,10.45833,0.10875216637781629
Honda Brio E MT,Kochi,2016,27969,Petrol,Manual,First,5.0,4.73,19.4,1198.0,86.8,Honda,4,litre,2.1,0.22,9.545455,0.10824742268041239
Mahindra Ssangyong Rexton RX7,Delhi,2013,66372,Diesel,Automatic,First,7.0,10.5,11.18,2696.0,184.0,Mahindra,7,litre,2.51,0.24,10.45833,0.22450805008944544
BMW 7 Series 730Ld Sedan,Coimbatore,2013,73525,Diesel,Automatic,First,5.0,34.54,16.46,2993.0,258.0,BMW,7,litre,2.51,0.24,10.45833,0.1524908869987849
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,20689,Petrol,Manual,First,5.0,6.07,18.9,1197.0,81.86,Hyundai,2,litre,2.1,0.22,9.545455,0.11111111111111112
Maruti Baleno Delta 1.2,Coimbatore,2018,25093,Petrol,Manual,First,5.0,7.76,21.4,1197.0,83.1,Maruti,2,litre,2.1,0.22,9.545455,0.09813084112149534
Mahindra Xylo E8 ABS BS IV,Coimbatore,2016,49176,Diesel,Manual,First,8.0,7.46,11.68,2498.0,112.0,Mahindra,4,litre,2.51,0.24,10.45833,0.2148972602739726
Renault Fluence Diesel E4,Delhi,2012,87510,Diesel,Manual,First,5.0,3.49,21.8,1461.0,78.0,Renault,8,litre,2.51,0.24,10.45833,0.11513761467889908
Hyundai i20 1.2 Magna,Coimbatore,2012,38214,Petrol,Manual,Second,5.0,4.05,18.5,1197.0,80.0,Hyundai,8,litre,2.1,0.22,9.545455,0.11351351351351352
Mitsubishi Pajero 2.8 SFX,Kochi,2013,48986,Diesel,Manual,First,6.0,11.88,10.5,2835.0,107.2,Mitsubishi,7,litre,2.51,0.24,10.45833,0.23904761904761904
Toyota Corolla Altis 2008-2013 1.8 VL AT,Pune,2011,88000,Petrol,Automatic,First,5.0,6.45,14.53,1794.0,138.1,Toyota,9,litre,2.1,0.22,9.545455,0.1445285615966965
BMW X5 X5 M,Pune,2015,69002,Diesel,Automatic,First,5.0,50.0,15.97,2993.0,258.0,BMW,5,litre,2.51,0.24,10.45833,0.15716969317470256
BMW 3 Series 2005-2011 325i Sedan,Pune,2011,43706,Petrol,Automatic,First,5.0,9.0,10.9,2497.0,215.0,BMW,9,litre,2.1,0.22,9.545455,0.1926605504587156
Hyundai Creta 1.6 CRDi AT SX Plus,Coimbatore,2016,58671,Diesel,Automatic,First,5.0,14.25,17.01,1582.0,126.2,Hyundai,4,litre,2.51,0.24,10.45833,0.14756025867136977
Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,49404,Diesel,Manual,First,7.0,7.36,18.49,1493.0,100.0,Mahindra,3,litre,2.51,0.24,10.45833,0.1357490535424554
Mahindra Scorpio VLX 2.2 mHawk BSIII,Delhi,2010,72000,Diesel,Manual,First,8.0,4.4,12.05,2179.0,120.0,Mahindra,10,litre,2.51,0.24,10.45833,0.20829875518672197
Renault KWID RXT,Mumbai,2016,24000,Petrol,Manual,First,5.0,3.1,25.17,799.0,53.3,Renault,4,litre,2.1,0.22,9.545455,0.08343265792610251
Renault KWID 1.0 RXT Optional AMT,Coimbatore,2017,53285,Petrol,Automatic,First,5.0,4.28,22.5,999.0,67.0,Renault,3,litre,2.1,0.22,9.545455,0.09333333333333334
Maruti Swift VXi BSIV,Pune,2017,12000,Petrol,Manual,First,5.0,5.5,16.1,1197.0,85.0,Maruti,3,litre,2.1,0.22,9.545455,0.13043478260869565
Skoda Laura 1.9 TDI AT Ambiente,Kolkata,2012,45000,Diesel,Automatic,First,5.0,6.99,17.0,1896.0,105.0,Skoda,8,litre,2.51,0.24,10.45833,0.1476470588235294
Maruti Alto 800 2016-2019 VXI,Coimbatore,2018,26234,Petrol,Manual,First,5.0,4.29,24.7,796.0,47.3,Maruti,2,litre,2.1,0.22,9.545455,0.08502024291497977
Maruti Swift VXI,Delhi,2014,55000,Petrol,Manual,First,5.0,4.2,18.6,1197.0,85.8,Maruti,6,litre,2.1,0.22,9.545455,0.11290322580645161
Hyundai i20 1.4 CRDi Sportz,Pune,2012,90000,Diesel,Manual,First,5.0,4.11,23.0,1396.0,90.0,Hyundai,8,litre,2.51,0.24,10.45833,0.10913043478260868
Audi Q3 2012-2015 35 TDI Quattro Premium,Mumbai,2015,48000,Diesel,Automatic,First,5.0,18.75,15.73,1968.0,174.33,Audi,5,litre,2.51,0.24,10.45833,0.15956770502225046
Mercedes-Benz GLE 350d,Mumbai,2017,19863,Diesel,Automatic,First,5.0,64.95,11.57,2987.0,254.79,Mercedes-Benz,3,litre,2.51,0.24,10.45833,0.21694036300777872
Hyundai i10 Era,Mumbai,2010,55000,Petrol,Manual,Second,5.0,1.59,19.81,1086.0,68.05,Hyundai,10,litre,2.1,0.22,9.545455,0.1060070671378092
Maruti Wagon R LXI Optional,Kolkata,2016,4800,Petrol,Manual,First,5.0,3.6,20.51,998.0,67.04,Maruti,4,litre,2.1,0.22,9.545455,0.10238907849829351
Honda City i VTEC V,Kochi,2017,38607,Petrol,Manual,Second,5.0,7.87,17.8,1497.0,117.3,Honda,3,litre,2.1,0.22,9.545455,0.11797752808988764
Hyundai Grand i10 1.2 Kappa Sportz,Mumbai,2018,3958,Petrol,Manual,First,5.0,5.55,18.9,1197.0,81.86,Hyundai,2,litre,2.1,0.22,9.545455,0.11111111111111112
Honda City i DTEC VX,Jaipur,2014,74000,Diesel,Manual,Second,5.0,6.4,25.1,1498.0,98.6,Honda,6,litre,2.51,0.24,10.45833,0.09999999999999999
Maruti Swift Dzire VXi,Mumbai,2009,54540,Petrol,Manual,Third,5.0,2.65,17.5,1298.0,85.8,Maruti,11,litre,2.1,0.22,9.545455,0.12000000000000001
Maruti Swift Dzire ZXi,Delhi,2015,58400,Petrol,Manual,First,5.0,5.5,17.5,1298.0,85.8,Maruti,5,litre,2.1,0.22,9.545455,0.12000000000000001
Mahindra XUV500 W8 2WD,Kochi,2013,73648,Diesel,Manual,First,7.0,7.31,15.1,2179.0,140.0,Mahindra,7,litre,2.51,0.24,10.45833,0.1662251655629139
Maruti Ciaz ZDi Plus SHVS,Jaipur,2016,83000,Diesel,Manual,First,5.0,7.1,28.09,1248.0,88.5,Maruti,4,litre,2.51,0.24,10.45833,0.08935564257742969
Hyundai Verna 1.6 SX CRDi (O),Kochi,2016,16159,Diesel,Manual,First,5.0,7.83,22.32,1582.0,126.32,Hyundai,4,litre,2.51,0.24,10.45833,0.11245519713261648
Hyundai Accent CRDi,Mumbai,2005,150000,Diesel,Manual,First,5.0,0.85,13.1,1493.0,82.0,Hyundai,15,litre,2.51,0.24,10.45833,0.1916030534351145
Honda Brio S MT,Mumbai,2014,22100,Petrol,Manual,First,5.0,3.55,19.4,1198.0,86.8,Honda,6,litre,2.1,0.22,9.545455,0.10824742268041239
Hyundai i20 Active 1.2 SX,Coimbatore,2017,35043,Petrol,Manual,First,5.0,8.19,17.19,1197.0,81.86,Hyundai,3,litre,2.1,0.22,9.545455,0.12216404886561955
BMW 3 Series 320d Sport Line,Pune,2018,24000,Diesel,Automatic,First,5.0,28.0,18.88,1995.0,184.0,BMW,2,litre,2.51,0.24,10.45833,0.1329449152542373
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Chennai,2015,480000,Diesel,Automatic,First,5.0,13.0,16.96,1968.0,138.03,Volkswagen,5,litre,2.51,0.24,10.45833,0.1479952830188679
Volkswagen Polo Petrol Highline 1.6L,Chennai,2011,70000,Petrol,Manual,Second,5.0,3.29,15.26,1598.0,103.5,Volkswagen,9,litre,2.1,0.22,9.545455,0.13761467889908258
Maruti Swift VXi BSIV,Pune,2015,13769,Petrol,Manual,Second,5.0,4.41,16.1,1197.0,85.0,Maruti,5,litre,2.1,0.22,9.545455,0.13043478260869565
Renault Duster 110PS Diesel RxZ,Kolkata,2013,58000,Diesel,Manual,First,5.0,4.99,19.01,1461.0,108.45,Renault,7,litre,2.51,0.24,10.45833,0.13203577064702784
BMW X3 xDrive 20d Luxury Line,Hyderabad,2009,58000,Diesel,Automatic,First,5.0,17.98,18.56,1995.0,190.0,BMW,11,litre,2.51,0.24,10.45833,0.13523706896551724
Fiat Avventura MULTIJET Emotion,Coimbatore,2018,18705,Diesel,Manual,First,5.0,7.71,20.5,1248.0,91.72,Fiat,2,litre,2.51,0.24,10.45833,0.12243902439024389
Maruti Wagon R Stingray VXI,Delhi,2013,32378,Petrol,Manual,First,5.0,2.8,20.51,998.0,67.04,Maruti,7,litre,2.1,0.22,9.545455,0.10238907849829351
Chevrolet Sail Hatchback LS ABS,Kolkata,2013,45000,Diesel,Manual,First,5.0,3.0,22.1,1248.0,76.9,Chevrolet,7,litre,2.51,0.24,10.45833,0.11357466063348415
Mahindra XUV500 W8 2WD,Coimbatore,2015,36836,Diesel,Manual,First,7.0,12.49,15.1,2179.0,140.0,Mahindra,5,litre,2.51,0.24,10.45833,0.1662251655629139
Tata Zest Quadrajet 1.3,Kochi,2016,54199,Diesel,Manual,First,5.0,5.0,23.0,1248.0,88.8,Tata,4,litre,2.51,0.24,10.45833,0.10913043478260868
BMW X3 xDrive20d xLine,Kochi,2017,36935,Diesel,Automatic,First,5.0,32.64,18.56,1995.0,190.0,BMW,3,litre,2.51,0.24,10.45833,0.13523706896551724
Maruti Swift VDI BSIV,Chennai,2015,23000,Diesel,Manual,First,5.0,6.5,25.2,1248.0,74.0,Maruti,5,litre,2.51,0.24,10.45833,0.0996031746031746
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,2015,14000,Diesel,Automatic,First,5.0,35.0,18.12,1995.0,190.0,BMW,5,litre,2.51,0.24,10.45833,0.13852097130242824
Tata Indigo CS eVX,Chennai,2015,100073,Diesel,Manual,Second,5.0,2.0,25.0,1396.0,69.01,Tata,5,litre,2.51,0.24,10.45833,0.10039999999999999
Mahindra XUV500 W8 2WD,Kochi,2015,59182,Diesel,Manual,First,7.0,9.46,15.1,2179.0,140.0,Mahindra,5,litre,2.51,0.24,10.45833,0.1662251655629139
Audi Q7 35 TDI Quattro Premium Plus,Kochi,2016,72132,Diesel,Automatic,Second,7.0,39.0,12.07,2967.0,241.4,Audi,4,litre,2.51,0.24,10.45833,0.20795360397680196
BMW 5 Series 2003-2012 520d,Hyderabad,2009,79000,Diesel,Automatic,First,5.0,15.0,18.48,1995.0,177.0,BMW,11,litre,2.51,0.24,10.45833,0.13582251082251082
Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2013,66930,Petrol,Manual,First,5.0,6.15,17.1,1591.0,121.3,Hyundai,7,litre,2.1,0.22,9.545455,0.12280701754385964
Hyundai Santa Fe 4WD AT,Pune,2015,100000,Diesel,Automatic,Second,7.0,14.5,13.01,2199.0,194.3,Hyundai,5,litre,2.51,0.24,10.45833,0.1929285165257494
Hyundai Santro GLS II - Euro II,Bangalore,2012,43000,Petrol,Manual,First,5.0,3.25,0.0,1493.0,97.7,Hyundai,8,litre,2.1,0.22,9.545455,0.12352941176470589
Maruti Wagon R AMT VXI,Kochi,2018,27413,Petrol,Automatic,First,5.0,5.18,20.51,998.0,67.0,Maruti,2,litre,2.1,0.22,9.545455,0.10238907849829351
Maruti Wagon R LX BSIII,Pune,2007,90000,Petrol,Manual,Second,5.0,1.24,17.3,1061.0,64.0,Maruti,13,litre,2.1,0.22,9.545455,0.12138728323699421
Hyundai i20 Sportz 1.2,Kolkata,2013,40300,Petrol,Manual,First,5.0,2.8,18.5,1197.0,82.85,Hyundai,7,litre,2.1,0.22,9.545455,0.11351351351351352
Skoda Superb Elegance 1.8 TSI AT,Kochi,2011,73783,Petrol,Automatic,Second,5.0,5.23,13.7,1798.0,157.75,Skoda,9,litre,2.1,0.22,9.545455,0.15328467153284672
Hyundai Getz GLS,Pune,2005,86000,Petrol,Manual,Second,5.0,0.45,15.3,1341.0,83.0,Hyundai,15,litre,2.1,0.22,9.545455,0.13725490196078433
Maruti Wagon R LXI BS IV,Delhi,2014,65694,Petrol,Manual,First,5.0,3.25,18.9,998.0,67.1,Maruti,6,litre,2.1,0.22,9.545455,0.11111111111111112
Maruti Omni MPI CARGO BSIV,Kolkata,2015,23000,Petrol,Manual,First,5.0,1.5,16.8,796.0,34.2,Maruti,5,litre,2.1,0.22,9.545455,0.125
Hyundai i10 Magna 1.2,Mumbai,2012,51000,Petrol,Manual,First,5.0,2.85,20.36,1197.0,78.9,Hyundai,8,litre,2.1,0.22,9.545455,0.1031434184675835
Renault KWID 1.0 RXT Optional,Kochi,2018,18335,Petrol,Manual,First,5.0,4.5,21.7,999.0,67.0,Renault,2,litre,2.1,0.22,9.545455,0.09677419354838711
Mercedes-Benz B Class 2012-2015 B200 Sport CDI,Bangalore,2014,36000,Diesel,Automatic,First,5.0,16.25,15.0,2147.0,107.3,Mercedes-Benz,6,litre,2.51,0.24,10.45833,0.1673333333333333
Volkswagen Polo GT TSI,Mumbai,2017,25000,Petrol,Automatic,First,5.0,7.75,17.21,1197.0,103.5,Volkswagen,3,litre,2.1,0.22,9.545455,0.12202208018593841
Mahindra Scorpio VLX 4WD,Bangalore,2007,81000,Diesel,Manual,Third,8.0,4.35,12.05,2179.0,120.0,Mahindra,13,litre,2.51,0.24,10.45833,0.20829875518672197
Toyota Fortuner 2.8 2WD AT,Kochi,2019,21719,Diesel,Automatic,First,7.0,33.13,12.9,2755.0,174.5,Toyota,1,litre,2.51,0.24,10.45833,0.1945736434108527
Chevrolet Beat Diesel LT,Coimbatore,2013,75421,Diesel,Manual,First,5.0,3.63,25.44,936.0,56.3,Chevrolet,7,litre,2.51,0.24,10.45833,0.09866352201257861
Toyota Innova 2.5 G4 Diesel 8-seater,Delhi,2010,80000,Diesel,Manual,First,8.0,4.75,12.8,2494.0,102.0,Toyota,10,litre,2.51,0.24,10.45833,0.19609374999999998
Maruti Swift Dzire VXI,Kochi,2018,10671,Petrol,Manual,First,5.0,6.51,20.85,1197.0,83.14,Maruti,2,litre,2.1,0.22,9.545455,0.10071942446043165
Renault KWID Climber 1.0 MT,Hyderabad,2018,4126,Petrol,Manual,First,5.0,4.8,21.7,999.0,67.0,Renault,2,litre,2.1,0.22,9.545455,0.09677419354838711
Tata Bolt Quadrajet XM,Hyderabad,2017,98500,Diesel,Manual,First,5.0,6.0,22.95,1248.0,74.0,Tata,3,litre,2.51,0.24,10.45833,0.10936819172113289
Hyundai Grand i10 Asta,Coimbatore,2016,61578,Petrol,Manual,First,5.0,6.4,18.9,1197.0,82.0,Hyundai,4,litre,2.1,0.22,9.545455,0.11111111111111112
Volkswagen Vento 1.5 TDI Highline,Ahmedabad,2014,54000,Diesel,Manual,First,5.0,4.9,20.34,1498.0,103.2,Volkswagen,6,litre,2.51,0.24,10.45833,0.12340216322517207
Audi A6 2011-2015 2.0 TDI,Coimbatore,2013,70998,Diesel,Automatic,First,5.0,20.57,17.68,1968.0,174.33,Audi,7,litre,2.51,0.24,10.45833,0.1419683257918552
Maruti Swift Dzire Ldi BSIV,Kolkata,2015,40082,Diesel,Manual,First,5.0,4.76,19.3,1248.0,73.9,Maruti,5,litre,2.51,0.24,10.45833,0.13005181347150258
Chevrolet Spark 1.0 LT,Kochi,2012,50619,Petrol,Manual,First,5.0,2.0,18.0,995.0,62.0,Chevrolet,8,litre,2.1,0.22,9.545455,0.11666666666666667
BMW 3 Series 320d,Coimbatore,2009,103905,Diesel,Automatic,First,5.0,9.92,22.69,1995.0,190.0,BMW,11,litre,2.51,0.24,10.45833,0.11062141912736886
Hyundai EON Era Plus,Kochi,2018,15334,Petrol,Manual,First,5.0,3.69,21.1,814.0,55.2,Hyundai,2,litre,2.1,0.22,9.545455,0.0995260663507109
Maruti Swift Dzire VDI,Hyderabad,2013,69000,Diesel,Manual,First,5.0,5.75,23.4,1248.0,74.0,Maruti,7,litre,2.51,0.24,10.45833,0.10726495726495726
Volkswagen CrossPolo 1.5 TDI,Hyderabad,2014,75160,Diesel,Manual,First,5.0,5.7,20.14,1498.0,88.5,Volkswagen,6,litre,2.51,0.24,10.45833,0.12462760675273087
Honda Amaze E i-Vtech,Coimbatore,2014,44753,Petrol,Manual,First,5.0,4.94,18.0,1198.0,86.7,Honda,6,litre,2.1,0.22,9.545455,0.11666666666666667
Volkswagen Vento Petrol Highline AT,Kochi,2012,53024,Petrol,Automatic,First,5.0,4.29,14.4,1598.0,103.6,Volkswagen,8,litre,2.1,0.22,9.545455,0.14583333333333334
Maruti Wagon R Stingray VXI,Kolkata,2014,23840,Petrol,Manual,First,5.0,3.0,20.51,998.0,67.04,Maruti,6,litre,2.1,0.22,9.545455,0.10238907849829351
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,81298,Diesel,Manual,First,5.0,6.5,20.14,1498.0,88.8,Volkswagen,6,litre,2.51,0.24,10.45833,0.12462760675273087
Volkswagen Polo Petrol Comfortline 1.2L,Jaipur,2015,59000,Petrol,Manual,Second,5.0,4.9,16.47,1198.0,73.9,Volkswagen,5,litre,2.1,0.22,9.545455,0.12750455373406194
Honda Amaze SX i-DTEC,Kochi,2016,51806,Diesel,Manual,First,5.0,5.4,25.8,1498.0,98.6,Honda,4,litre,2.51,0.24,10.45833,0.09728682170542635
Audi A6 35 TDI Matrix,Delhi,2014,56000,Diesel,Automatic,First,5.0,24.0,18.53,1968.0,187.74,Audi,6,litre,2.51,0.24,10.45833,0.13545601726929302
Tata Tigor 1.05 Revotorq XZ Option,Kochi,2019,29279,Diesel,Manual,First,5.0,7.46,24.7,1047.0,69.0,Tata,1,litre,2.51,0.24,10.45833,0.10161943319838056
Volkswagen Vento 1.5 TDI Highline AT,Kochi,2017,33550,Diesel,Automatic,First,5.0,9.6,21.5,1498.0,108.5,Volkswagen,3,litre,2.51,0.24,10.45833,0.11674418604651161
Audi A6 35 TDI Matrix,Hyderabad,2014,62000,Diesel,Automatic,First,5.0,25.0,18.53,1968.0,187.74,Audi,6,litre,2.51,0.24,10.45833,0.13545601726929302
Nissan Terrano XL 110 PS,Hyderabad,2014,66000,Diesel,Manual,First,5.0,6.8,19.01,1461.0,108.5,Nissan,6,litre,2.51,0.24,10.45833,0.13203577064702784
Skoda Rapid 1.5 TDI AT Elegance,Coimbatore,2016,46630,Diesel,Automatic,First,5.0,8.59,21.66,1498.0,103.52,Skoda,4,litre,2.51,0.24,10.45833,0.11588180978762695
Ford Figo Aspire 1.5 TDCi Trend,Hyderabad,2016,72566,Diesel,Manual,First,5.0,5.29,25.83,1498.0,99.0,Ford,4,litre,2.51,0.24,10.45833,0.09717382888114595
Tata Venture EX,Pune,2011,51482,Diesel,Manual,First,8.0,2.5,15.42,1405.0,70.0,Tata,9,litre,2.51,0.24,10.45833,0.16277561608300906
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Chennai,2011,90000,Diesel,Automatic,First,5.0,13.9,14.84,2143.0,167.62,Mercedes-Benz,9,litre,2.51,0.24,10.45833,0.1691374663072776
Toyota Fortuner 4x2 Manual,Jaipur,2014,69000,Diesel,Manual,Second,7.0,20.0,13.0,2982.0,168.5,Toyota,6,litre,2.51,0.24,10.45833,0.19307692307692306
Honda City 1.5 V MT,Delhi,2011,90000,Petrol,Manual,Second,5.0,3.4,17.0,1497.0,118.0,Honda,9,litre,2.1,0.22,9.545455,0.12352941176470589
Hyundai i20 Asta Option 1.2,Mumbai,2015,39000,Petrol,Manual,First,5.0,5.5,18.6,1197.0,81.83,Hyundai,5,litre,2.1,0.22,9.545455,0.11290322580645161
Volkswagen Vento Diesel Trendline,Hyderabad,2012,110000,Diesel,Manual,Second,5.0,3.65,20.54,1598.0,103.6,Volkswagen,8,litre,2.51,0.24,10.45833,0.12220058422590067
Ford Endeavour 2.5L 4X2 MT,Kochi,2011,68022,Diesel,Manual,First,7.0,5.86,13.1,2499.0,141.0,Ford,9,litre,2.51,0.24,10.45833,0.1916030534351145
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,27852,Petrol,Automatic,First,5.0,10.44,14.8,1497.0,121.36,Ford,2,litre,2.1,0.22,9.545455,0.14189189189189189
Maruti Swift VDI BSIV,Bangalore,2013,58291,Diesel,Manual,First,5.0,5.0,17.8,1248.0,97.7,Maruti,7,litre,2.51,0.24,10.45833,0.14101123595505616
Hyundai i20 Sportz Diesel,Coimbatore,2011,68439,Diesel,Manual,First,5.0,3.37,23.0,1396.0,90.0,Hyundai,9,litre,2.51,0.24,10.45833,0.10913043478260868
Toyota Innova 2.5 VX (Diesel) 8 Seater,Delhi,2011,150000,Diesel,Manual,First,8.0,6.95,12.99,2494.0,100.6,Toyota,9,litre,2.51,0.24,10.45833,0.193225558121632
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Mumbai,2018,14000,Diesel,Manual,First,5.0,9.9,21.5,1497.0,108.5,Tata,2,litre,2.51,0.24,10.45833,0.11674418604651161
Ford Figo Diesel Titanium,Hyderabad,2012,71558,Diesel,Manual,First,5.0,3.3,20.0,1399.0,68.05,Ford,8,litre,2.51,0.24,10.45833,0.1255
Porsche Panamera Diesel,Delhi,2013,48000,Diesel,Automatic,Second,4.0,50.5,17.85,2967.0,300.0,Porsche,7,litre,2.51,0.24,10.45833,0.1406162464985994
Hyundai Creta 1.6 CRDi AT SX Plus,Jaipur,2015,65800,Diesel,Automatic,First,5.0,12.5,17.01,1582.0,126.2,Hyundai,5,litre,2.51,0.24,10.45833,0.14756025867136977
Audi A4 2.0 TDI Multitronic,Hyderabad,2014,53000,Diesel,Automatic,First,5.0,20.5,16.55,1968.0,140.0,Audi,6,litre,2.51,0.24,10.45833,0.15166163141993955
Mahindra XUV500 W8 4WD,Kolkata,2017,14600,Diesel,Manual,First,7.0,14.5,16.0,2179.0,140.0,Mahindra,3,litre,2.51,0.24,10.45833,0.156875
Isuzu MUX 4WD,Jaipur,2017,34429,Diesel,Automatic,First,7.0,20.0,13.8,2999.0,174.57,Isuzu,3,litre,2.51,0.24,10.45833,0.18188405797101448
Maruti Swift Dzire VDI,Delhi,2014,52000,Diesel,Manual,First,5.0,5.25,23.4,1248.0,74.0,Maruti,6,litre,2.51,0.24,10.45833,0.10726495726495726
Maruti Ciaz ZXi,Kolkata,2015,25470,Petrol,Manual,First,5.0,5.9,20.73,1373.0,91.1,Maruti,5,litre,2.1,0.22,9.545455,0.10130246020260492
Hyundai EON Era Plus,Pune,2013,22000,Petrol,Manual,First,5.0,2.6,21.1,814.0,55.2,Hyundai,7,litre,2.1,0.22,9.545455,0.0995260663507109
Mercedes-Benz E-Class 280 CDI,Chennai,2007,75000,Diesel,Automatic,First,5.0,11.0,11.0,2987.0,198.5,Mercedes-Benz,13,litre,2.51,0.24,10.45833,0.22818181818181815
BMW 5 Series 2003-2012 520d,Pune,2011,95995,Diesel,Automatic,First,5.0,15.5,18.48,1995.0,177.0,BMW,9,litre,2.51,0.24,10.45833,0.13582251082251082
Hyundai Grand i10 1.2 CRDi Sportz Option,Jaipur,2017,26877,Diesel,Manual,First,5.0,5.75,24.0,1186.0,73.97,Hyundai,3,litre,2.51,0.24,10.45833,0.10458333333333332
Jaguar XJ 3.0L Portfolio,Hyderabad,2015,26000,Diesel,Automatic,First,5.0,75.0,14.47,2993.0,301.73,Jaguar,5,litre,2.51,0.24,10.45833,0.17346233586731166
Maruti Swift Ldi BSIII,Chennai,2007,140000,Diesel,Manual,Second,5.0,2.0,17.8,1248.0,75.0,Maruti,13,litre,2.51,0.24,10.45833,0.14101123595505616
